Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
Txn_3226989,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-04-17
Txn_8751289,Tea,2,1.5,3.0,Cash,In-Store,2023-09-10
Txn_9996195,Juice,5,3.0,15.0,Digital Wallet,In-Store,2023-03-16
Txn_4243591,Cake,4,3.0,12.0,Credit Card,In-Store,2023-10-11
Txn_4138399,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-07-03
Txn_1724233,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-02-01
Txn_1564506,Smoothie,5,4.0,20.0,Digital Wallet,In-Store,2023-02-01
Txn_7622389,Tea,4,1.5,6.0,Digital Wallet,In-Store,2023-02-26
Txn_2204457,Coffee,4,2.0,8.0,Cash,Takeaway,2023-01-06
Txn_7503593,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-04-19
Txn_5589433,Cake,2,3.0,6.0,Cash,In-Store,2023-03-13
Txn_8043642,Salad,4,5.0,20.0,Cash,In-Store,2023-06-12
Txn_3365018,Juice,5,3.0,15.0,Cash,Takeaway,2023-02-06
Txn_4592205,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-12-30
Txn_6660755,Cookie,2,1.0,2.0,Credit Card,In-Store,2023-05-16
Txn_3290872,Cake,2,3.0,6.0,Credit Card,In-Store,2023-06-13
Txn_1145592,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-09-11
Txn_9485101,Cookie,2,1.0,2.0,Cash,Takeaway,2023-11-01
Txn_9667219,Juice,4,3.0,12.0,Cash,In-Store,2023-10-09
Txn_3119835,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-03-01
Txn_7014091,Coffee,5,2.0,10.0,Cash,In-Store,2023-11-26
Txn_9911498,Coffee,4,2.0,8.0,Cash,In-Store,2023-03-27
Txn_9865855,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-04-18
Txn_8913492,Sandwich,4,4.0,16.0,Credit Card,In-Store,2023-12-25
Txn_5625086,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-06-17
Txn_1009421,Cookie,4,1.0,4.0,Cash,Takeaway,2023-02-21
Txn_5369243,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-11-16
Txn_5475746,Cake,3,3.0,9.0,Credit Card,In-Store,2023-08-20
Txn_6071339,Coffee,5,2.0,10.0,Cash,Takeaway,2023-10-17
Txn_9540864,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-08-07
Txn_6389404,Juice,5,3.0,15.0,Digital Wallet,In-Store,2023-11-20
Txn_3499226,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-09-08
Txn_1324760,Tea,4,1.5,6.0,Cash,In-Store,2023-01-18
Txn_8292441,Salad,1,5.0,5.0,Cash,Takeaway,2023-09-15
Txn_3792125,Salad,5,5.0,25.0,Credit Card,In-Store,2023-08-25
Txn_8608811,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-01-05
Txn_4368729,Coffee,3,2.0,6.0,Digital Wallet,In-Store,2023-06-11
Txn_5072156,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-07-24
Txn_4877933,Juice,5,3.0,15.0,Digital Wallet,In-Store,2023-01-12
Txn_8854384,Juice,5,3.0,15.0,Cash,Takeaway,2023-08-12
Txn_5644235,Salad,4,5.0,20.0,Cash,In-Store,2023-03-25
Txn_5117595,Smoothie,4,4.0,16.0,Cash,In-Store,2023-02-05
Txn_4356564,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-10-05
Txn_6762250,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-06-17
Txn_8553273,Juice,5,3.0,15.0,Cash,In-Store,2023-01-15
Txn_2432379,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-10-24
Txn_2155393,Juice,2,3.0,6.0,Digital Wallet,In-Store,2023-07-12
Txn_2544724,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-12-28
Txn_1035504,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-03-30
Txn_9781961,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-12-01
Txn_5313347,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-12-10
Txn_8907996,Sandwich,4,4.0,16.0,Cash,In-Store,2023-02-19
Txn_5348915,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-07-09
Txn_6323914,Juice,1,3.0,3.0,Credit Card,In-Store,2023-03-19
Txn_7804128,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-02-12
Txn_2210265,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-06-14
Txn_5534515,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-02-09
Txn_9561380,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-08-11
Txn_3038078,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-04-06
Txn_9749175,Cake,1,3.0,3.0,Credit Card,In-Store,2023-09-07
Txn_3703964,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-09-23
Txn_9202496,Cake,5,3.0,15.0,Credit Card,In-Store,2023-07-19
Txn_2914953,Cake,2,3.0,6.0,Cash,In-Store,2023-07-25
Txn_1216051,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-10-28
Txn_3358494,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-06-22
Txn_1324968,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-01-05
Txn_3985920,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-03-29
Txn_7335526,Sandwich,4,4.0,16.0,Cash,In-Store,2023-06-03
Txn_2408294,Sandwich,4,4.0,16.0,Digital Wallet,In-Store,2023-12-26
Txn_7380756,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-10-16
Txn_1315214,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-11-03
Txn_7602467,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-10-17
Txn_4979250,Tea,3,1.5,4.5,Cash,In-Store,2023-11-01
Txn_2809397,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-09-13
Txn_8752130,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-10-23
Txn_3106811,Juice,3,3.0,9.0,Cash,Takeaway,2023-09-27
Txn_6309965,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-06-14
Txn_9207050,Cookie,5,1.0,5.0,Digital Wallet,In-Store,2023-07-21
Txn_1938148,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-06-07
Txn_2024598,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-01-01
Txn_7145872,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-04-15
Txn_9004306,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-05-26
Txn_6360436,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-09-13
Txn_5822344,Sandwich,5,4.0,20.0,Cash,In-Store,2023-09-27
Txn_9773606,Tea,2,1.5,3.0,Cash,Takeaway,2023-12-04
Txn_9762035,Smoothie,1,4.0,4.0,Cash,Takeaway,2023-08-21
Txn_9657636,Cake,1,3.0,3.0,Cash,Takeaway,2023-07-08
Txn_1375992,Coffee,5,2.0,10.0,Credit Card,In-Store,2023-03-23
Txn_2077318,Juice,2,3.0,6.0,Digital Wallet,In-Store,2023-08-24
Txn_9096951,Smoothie,3,4.0,12.0,Cash,Takeaway,2023-06-28
Txn_7090165,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-08-30
Txn_9533792,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-09-01
Txn_2849719,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-06-23
Txn_9623460,Sandwich,3,4.0,12.0,Digital Wallet,In-Store,2023-01-17
Txn_3359704,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-07-23
Txn_2444408,Sandwich,2,4.0,8.0,Digital Wallet,In-Store,2023-05-11
Txn_3296152,Salad,3,5.0,15.0,Credit Card,In-Store,2023-10-20
Txn_2887411,Smoothie,2,4.0,8.0,Cash,In-Store,2023-01-16
Txn_7543369,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-11-18
Txn_9561441,Tea,5,1.5,7.5,Cash,In-Store,2023-11-11
Txn_3633955,Sandwich,4,4.0,16.0,Cash,In-Store,2023-09-20
Txn_2761949,Salad,3,5.0,15.0,Credit Card,In-Store,2023-10-01
Txn_8062897,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-10-02
Txn_6866209,Smoothie,5,4.0,20.0,Digital Wallet,In-Store,2023-05-20
Txn_9681880,Coffee,3,2.0,6.0,Cash,In-Store,2023-03-21
Txn_2936975,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-10-05
Txn_5027125,Salad,3,5.0,15.0,Cash,In-Store,2023-07-06
Txn_2092288,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-03-30
Txn_5701303,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-09-08
Txn_5161371,Cake,2,3.0,6.0,Credit Card,In-Store,2023-01-17
Txn_1719440,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-07-13
Txn_3729074,Salad,3,5.0,15.0,Credit Card,In-Store,2023-04-15
Txn_7217537,Salad,3,5.0,15.0,Cash,In-Store,2023-12-19
Txn_8845592,Sandwich,5,4.0,20.0,Credit Card,In-Store,2023-11-12
Txn_5664467,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-11-06
Txn_2680626,Cake,3,3.0,9.0,Cash,In-Store,2023-01-08
Txn_5009367,Juice,3,3.0,9.0,Credit Card,In-Store,2023-04-19
Txn_6401072,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-07-28
Txn_8684125,Salad,2,5.0,10.0,Credit Card,In-Store,2023-03-08
Txn_8167808,Cake,3,3.0,9.0,Cash,In-Store,2023-02-03
Txn_7753587,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-03-28
Txn_8242126,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-11-20
Txn_5685028,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-08-12
Txn_9245124,Tea,4,1.5,6.0,Digital Wallet,In-Store,2023-04-19
Txn_8619762,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-08-05
Txn_5983031,Juice,3,3.0,9.0,Digital Wallet,In-Store,2023-03-09
Txn_7368648,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-03-09
Txn_1217959,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-07-28
Txn_5171332,Tea,5,1.5,7.5,Cash,Takeaway,2023-02-05
Txn_9069297,Cookie,4,1.0,4.0,Credit Card,In-Store,2023-01-27
Txn_1678985,Juice,2,3.0,6.0,Cash,In-Store,2023-07-16
Txn_3131555,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-12-04
Txn_3313000,Coffee,5,2.0,10.0,Credit Card,In-Store,2023-01-08
Txn_3120023,Cookie,3,1.0,3.0,Cash,In-Store,2023-09-30
Txn_7483257,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-05
Txn_3430842,Cookie,2,1.0,2.0,Cash,Takeaway,2023-08-02
Txn_5118667,Coffee,4,2.0,8.0,Cash,In-Store,2023-12-12
Txn_6989438,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-12-17
Txn_4223466,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-05-31
Txn_6608817,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-07-17
Txn_9774691,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-04-11
Txn_7666909,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-08-29
Txn_9365558,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-02-12
Txn_6837601,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-02-05
Txn_1713983,Salad,2,5.0,10.0,Cash,In-Store,2023-05-11
Txn_3465980,Cookie,4,1.0,4.0,Cash,Takeaway,2023-07-08
Txn_7343905,Cake,1,3.0,3.0,Digital Wallet,In-Store,2023-01-17
Txn_9470590,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-04-11
Txn_7212607,Coffee,3,2.0,6.0,Digital Wallet,In-Store,2023-08-06
Txn_8384628,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-08-22
Txn_4200340,Cake,5,3.0,15.0,Cash,Takeaway,2023-07-06
Txn_4778105,Juice,4,3.0,12.0,Digital Wallet,In-Store,2023-10-08
Txn_4278785,Salad,3,5.0,15.0,Cash,In-Store,2023-04-29
Txn_4462052,Cookie,1,1.0,1.0,Cash,In-Store,2023-10-12
Txn_9676940,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-08-16
Txn_5708913,Cake,2,3.0,6.0,Cash,In-Store,2023-04-29
Txn_9176418,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,2023-03-02
Txn_7321789,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-05-10
Txn_2152670,Tea,3,1.5,4.5,Credit Card,In-Store,2023-12-24
Txn_8696065,Smoothie,3,4.0,12.0,Credit Card,In-Store,2023-11-04
Txn_1250407,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-11-21
Txn_1617476,Cake,2,3.0,6.0,Digital Wallet,In-Store,2023-02-10
Txn_9725461,Smoothie,3,4.0,12.0,Credit Card,In-Store,2023-11-25
Txn_1000555,Tea,1,1.5,1.5,Credit Card,In-Store,2023-10-19
Txn_9315755,Cake,5,3.0,15.0,Cash,Takeaway,2023-09-26
Txn_3530720,Smoothie,5,4.0,20.0,Digital Wallet,In-Store,2023-10-18
Txn_1410102,Salad,1,5.0,5.0,Cash,In-Store,2023-06-23
Txn_6977098,Juice,5,3.0,15.0,Credit Card,In-Store,2023-06-09
Txn_7735237,Cake,2,3.0,6.0,Digital Wallet,In-Store,2023-01-13
Txn_5282529,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-04-13
Txn_9495930,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-10-23
Txn_3514492,Juice,3,3.0,9.0,Digital Wallet,In-Store,2023-02-23
Txn_4227337,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-12-15
Txn_1011236,Cake,1,3.0,3.0,Cash,In-Store,2023-02-08
Txn_6872268,Juice,2,3.0,6.0,Digital Wallet,In-Store,2023-01-07
Txn_6113452,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-09-21
Txn_3026930,Cake,2,3.0,6.0,Cash,In-Store,2023-03-23
Txn_2801651,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-07-10
Txn_5005592,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-06-05
Txn_2182790,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-05-05
Txn_4600614,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-01-27
Txn_4628310,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-04-20
Txn_6013295,Juice,2,3.0,6.0,Cash,Takeaway,2023-11-07
Txn_3200195,Juice,3,3.0,9.0,Digital Wallet,In-Store,2023-05-04
Txn_4860027,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-07-28
Txn_4708410,Cake,4,3.0,12.0,Digital Wallet,In-Store,2023-10-08
Txn_1898329,Cake,5,3.0,15.0,Cash,In-Store,2023-04-12
Txn_8147057,Juice,1,3.0,3.0,Digital Wallet,In-Store,2023-08-21
Txn_5588239,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-03-31
Txn_6575599,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-10-09
Txn_1229376,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-08-14
Txn_1732216,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-08-30
Txn_9783697,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-07-14
Txn_3224756,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-11-20
Txn_9054741,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-06-24
Txn_9063299,Cake,4,3.0,12.0,Digital Wallet,In-Store,2023-06-15
Txn_4343391,Cookie,5,1.0,5.0,Cash,Takeaway,2023-06-01
Txn_6877186,Cookie,2,1.0,2.0,Credit Card,In-Store,2023-12-05
Txn_9818498,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-09-01
Txn_9155044,Sandwich,3,4.0,12.0,Credit Card,In-Store,2023-02-28
Txn_5625110,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-11-07
Txn_8085790,Cookie,4,1.0,4.0,Cash,Takeaway,2023-10-27
Txn_6047742,Smoothie,5,4.0,20.0,Digital Wallet,In-Store,2023-12-11
Txn_5086795,Salad,1,5.0,5.0,Cash,In-Store,2023-04-29
Txn_1943186,Salad,2,5.0,10.0,Cash,In-Store,2023-12-16
Txn_3851247,Cake,1,3.0,3.0,Credit Card,In-Store,2023-11-23
Txn_5683213,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-10-30
Txn_2570829,Juice,1,3.0,3.0,Cash,Takeaway,2023-03-31
Txn_5190685,Cookie,4,1.0,4.0,Cash,Takeaway,2023-11-12
Txn_9203396,Coffee,5,2.0,10.0,Digital Wallet,In-Store,2023-01-08
Txn_6391414,Smoothie,4,4.0,16.0,Cash,In-Store,2023-05-08
Txn_2613440,Juice,3,3.0,9.0,Credit Card,In-Store,2023-04-15
Txn_2666340,Cake,2,3.0,6.0,Cash,Takeaway,2023-09-29
Txn_6539480,Cake,5,3.0,15.0,Cash,Takeaway,2023-08-25
Txn_8157817,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-08-30
Txn_7620529,Sandwich,2,4.0,8.0,Cash,In-Store,2023-08-08
Txn_1491670,Juice,5,3.0,15.0,Credit Card,Takeaway,2023-06-28
Txn_2366464,Juice,1,3.0,3.0,Cash,Takeaway,2023-06-05
Txn_7994275,Smoothie,3,4.0,12.0,Credit Card,In-Store,2023-09-18
Txn_6034920,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-09-09
Txn_4673812,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-05-01
Txn_6543620,Cookie,2,1.0,2.0,Cash,Takeaway,2023-04-08
Txn_1605048,Cake,4,3.0,12.0,Cash,Takeaway,2023-03-16
Txn_2401829,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-02-07
Txn_5438111,Smoothie,3,4.0,12.0,Cash,In-Store,2023-01-06
Txn_5793057,Sandwich,3,4.0,12.0,Credit Card,In-Store,2023-02-25
Txn_1660757,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-11-08
Txn_1469462,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-09-05
Txn_3711712,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-08-20
Txn_1268480,Salad,5,5.0,25.0,Cash,In-Store,2023-04-18
Txn_4869107,Smoothie,3,4.0,12.0,Digital Wallet,In-Store,2023-01-30
Txn_3088330,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-12-08
Txn_7650834,Salad,2,5.0,10.0,Cash,Takeaway,2023-10-29
Txn_4107857,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-01-29
Txn_4635037,Juice,1,3.0,3.0,Digital Wallet,In-Store,2023-05-17
Txn_9103776,Tea,4,1.5,6.0,Credit Card,In-Store,2023-05-03
Txn_7538221,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-03-31
Txn_8807333,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-03-18
Txn_8006056,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-12-19
Txn_6022618,Smoothie,1,4.0,4.0,Digital Wallet,In-Store,2023-12-18
Txn_1665810,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-02-26
Txn_1399696,Cake,5,3.0,15.0,Cash,In-Store,2023-04-08
Txn_9154381,Cookie,2,1.0,2.0,Credit Card,In-Store,2023-04-21
Txn_8361813,Cookie,3,1.0,3.0,Cash,In-Store,2023-08-01
Txn_4754346,Juice,4,3.0,12.0,Credit Card,In-Store,2023-08-31
Txn_4939667,Salad,1,5.0,5.0,Cash,Takeaway,2023-01-23
Txn_7126803,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-05-24
Txn_5086063,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-09-28
Txn_6854151,Sandwich,3,4.0,12.0,Credit Card,In-Store,2023-02-07
Txn_8133627,Cake,5,3.0,15.0,Cash,In-Store,2023-08-15
Txn_5117140,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-08-17
Txn_4036747,Smoothie,1,4.0,4.0,Cash,Takeaway,2023-05-27
Txn_9720549,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-07-30
Txn_5901182,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-07-15
Txn_1923984,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-08-31
Txn_1315847,Cake,1,3.0,3.0,Digital Wallet,In-Store,2023-06-19
Txn_1464150,Coffee,5,2.0,10.0,Cash,Takeaway,2023-02-14
Txn_1775278,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-02-22
Txn_1411473,Coffee,3,2.0,6.0,Credit Card,In-Store,2023-01-04
Txn_3397978,Smoothie,5,4.0,20.0,Digital Wallet,In-Store,2023-08-01
Txn_8568597,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-04-03
Txn_3643348,Sandwich,4,4.0,16.0,Digital Wallet,In-Store,2023-09-06
Txn_1244509,Smoothie,3,4.0,12.0,Credit Card,In-Store,2023-02-21
Txn_9917989,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-10-20
Txn_4168628,Tea,4,1.5,6.0,Digital Wallet,In-Store,2023-04-27
Txn_1765281,Smoothie,3,4.0,12.0,Credit Card,In-Store,2023-01-28
Txn_8571235,Cake,1,3.0,3.0,Cash,Takeaway,2023-03-01
Txn_2611683,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-04-11
Txn_4271744,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-06-19
Txn_5153086,Tea,3,1.5,4.5,Cash,In-Store,2023-06-27
Txn_3435509,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-08-19
Txn_8771574,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-05-03
Txn_6177161,Tea,5,1.5,7.5,Credit Card,In-Store,2023-04-01
Txn_4476151,Juice,4,3.0,12.0,Credit Card,In-Store,2023-02-15
Txn_6557174,Salad,4,5.0,20.0,Credit Card,In-Store,2023-08-20
Txn_5089516,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-11-04
Txn_5915706,Tea,1,1.5,1.5,Cash,In-Store,2023-08-18
Txn_1870303,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-05-05
Txn_7766134,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-01-05
Txn_2617257,Cookie,1,1.0,1.0,Cash,Takeaway,2023-08-20
Txn_6179169,Sandwich,2,4.0,8.0,Cash,In-Store,2023-10-21
Txn_3364751,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-04-12
Txn_1097334,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-03-21
Txn_6887407,Cake,3,3.0,9.0,Cash,In-Store,2023-09-15
Txn_6425991,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-08-06
Txn_6040882,Cookie,1,1.0,1.0,Cash,In-Store,2023-06-06
Txn_7921799,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-09-14
Txn_7272630,Tea,4,1.5,6.0,Cash,Takeaway,2023-03-24
Txn_1244299,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-07-18
Txn_5965095,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-06-16
Txn_7911650,Juice,2,3.0,6.0,Cash,Takeaway,2023-03-13
Txn_9031518,Sandwich,5,4.0,20.0,Credit Card,In-Store,2023-01-13
Txn_7068406,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-01-26
Txn_5380220,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-10-18
Txn_7208533,Tea,1,1.5,1.5,Cash,In-Store,2023-05-15
Txn_2727347,Cake,5,3.0,15.0,Cash,Takeaway,2023-01-20
Txn_3651337,Smoothie,4,4.0,16.0,Cash,In-Store,2023-10-25
Txn_4740892,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-11-19
Txn_3390882,Sandwich,3,4.0,12.0,Credit Card,In-Store,2023-07-03
Txn_1872692,Salad,5,5.0,25.0,Cash,In-Store,2023-08-09
Txn_1372492,Salad,4,5.0,20.0,Cash,Takeaway,2023-03-28
Txn_4986514,Tea,3,1.5,4.5,Credit Card,In-Store,2023-06-06
Txn_1050083,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-06-28
Txn_8241724,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-05-14
Txn_1425215,Juice,1,3.0,3.0,Cash,Takeaway,2023-03-13
Txn_2363378,Coffee,5,2.0,10.0,Cash,Takeaway,2023-04-23
Txn_8999576,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-04-09
Txn_5513984,Tea,1,1.5,1.5,Credit Card,In-Store,2023-09-13
Txn_5346493,Cookie,5,1.0,5.0,Digital Wallet,In-Store,2023-04-08
Txn_6219634,Salad,1,5.0,5.0,Cash,Takeaway,2023-09-11
Txn_3539062,Salad,2,5.0,10.0,Digital Wallet,In-Store,2023-10-04
Txn_2134911,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-10-07
Txn_6991430,Cookie,5,1.0,5.0,Cash,In-Store,2023-05-31
Txn_5470598,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-03-14
Txn_3186333,Cookie,5,1.0,5.0,Cash,In-Store,2023-08-19
Txn_6506895,Cake,5,3.0,15.0,Credit Card,In-Store,2023-08-10
Txn_2917211,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-11-19
Txn_7116936,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-05-19
Txn_4209748,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-10-24
Txn_7054849,Cake,4,3.0,12.0,Cash,Takeaway,2023-06-16
Txn_2892693,Cookie,4,1.0,4.0,Credit Card,In-Store,2023-03-02
Txn_6037144,Tea,3,1.5,4.5,Cash,Takeaway,2023-09-02
Txn_3494014,Cake,1,3.0,3.0,Credit Card,In-Store,2023-06-09
Txn_1503903,Tea,1,1.5,1.5,Cash,Takeaway,2023-03-20
Txn_1260517,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-04-17
Txn_8490157,Salad,2,5.0,10.0,Credit Card,In-Store,2023-09-06
Txn_7878395,Salad,3,5.0,15.0,Credit Card,In-Store,2023-05-26
Txn_4090464,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-01-16
Txn_2172301,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-04-06
Txn_3680192,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-05-20
Txn_9268974,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-10-29
Txn_7435796,Coffee,2,2.0,4.0,Cash,In-Store,2023-11-03
Txn_7294526,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-12-02
Txn_5618976,Coffee,2,2.0,4.0,Cash,Takeaway,2023-12-05
Txn_3964398,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-10-20
Txn_3419352,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-10-22
Txn_6202631,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-07-29
Txn_4726531,Salad,5,5.0,25.0,Cash,Takeaway,2023-09-09
